price;miles;year;make;model;body_type;fuel_type;transmission;doors;exterior_color;insurance_group;engine_size;co2_emission;make_label;model_label;exterior_color_label;fuel_type_label;transmission_label;body_type_label
25850;15268;2017;Volkswagen;Tiguan;SUV;Diesel;Automatic;5;Grey;17;2.0;149;29;124;7;0;0;7
6850;55894;2013;Ford;Focus;Hatchback;Diesel;Manual;5;Grey;15;1.6;109;6;55;7;0;1;4
8950;15326;2019;Fiat;500;Hatchback;Petrol;Manual;3;Black;8;1.2;124;5;9;1;2;1;4
12500;73000;2013;BMW;3 Series;Saloon;Diesel;Manual;4;White;32;2.0;120;2;5;12;0;1;8
3500;120000;2013;Citroen;DS3;Hatchback;Diesel;Manual;3;Yellow;15;1.6;98;4;46;13;0;1;4
16500;33000;2017;Jaguar;XE;Saloon;Diesel;Automatic;4;Black;27;2.0;111;9;134;1;0;0;8
7995;61000;2014;Volkswagen;Golf;Hatchback;Diesel;Manual;5;Black;12;1.6;99;29;62;1;0;1;4
8699;21383;2018;Honda;Jazz;Hatchback;Petrol;Manual;5;Orange;13;1.3;117;7;71;8;2;1;4
7799;28317;2015;Vauxhall;Mokka;Hatchback;Diesel;Manual;5;Brown;13;1.7;120;28;88;4;0;1;4
4299;95236;2012;Mini;Hatch;Hatchback;Petrol;Manual;3;Red;17;1.6;127;17;66;10;2;1;4
5499;64553;2015;Skoda;Fabia;Hatchback;Petrol;Manual;5;Red;8;1.2;107;24;53;10;2;1;4
7999;36333;2017;Peugeot;308;Hatchback;Petrol;Manual;5;Silver;15;1.2;107;20;6;11;2;1;4
5999;40753;2016;Volkswagen;Up;Hatchback;Petrol;Manual;5;Red;3;1.0;101;29;127;10;2;1;4
6399;57452;2014;Hyundai;i30;Hatchback;Diesel;Manual;3;Blue;13;1.6;108;8;141;2;0;1;4
6999;51865;2012;Volkswagen;Golf;Hatchback;Petrol;Manual;5;White;17;1.4;144;29;62;12;2;1;4
7299;61233;2015;Mazda;Mazda3;Hatchback;Diesel;Manual;5;Blue;24;2.2;107;15;84;2;0;1;4
7299;24146;2015;Ford;Fiesta;Hatchback;Petrol;Manual;5;Blue;7;1.2;122;6;54;2;2;1;4
10499;25973;2015;Citroen;Grand C4 Picasso;MPV;Diesel;Automatic;5;Blue;19;1.6;105;4;63;2;0;0;5
15799;55884;2015;Mercedes-Benz;C-Class;Estate;Diesel;Automatic;5;Blue;37;2.1;122;16;25;2;0;0;3
14999;55181;2017;BMW;3 Series;Saloon;Diesel;Automatic;4;Blue;28;2.0;116;2;5;2;0;0;8
9399;71336;2015;Nissan;Qashqai;SUV;Diesel;Manual;5;Black;15;1.5;103;19;100;1;0;1;7
7699;66463;2018;Ford;Fiesta;Hatchback;Diesel;Manual;5;Red;8;1.5;96;6;54;10;0;1;4
7399;66463;2018;Ford;Fiesta;Hatchback;Diesel;Manual;5;Red;8;1.5;96;6;54;10;0;1;4
7999;39255;2014;Volkswagen;Jetta;Saloon;Diesel;Manual;4;Silver;11;1.6;109;29;72;11;0;1;8
8299;45066;2015;Vauxhall;Insignia;Hatchback;Petrol;Manual;5;White;15;1.4;129;28;70;12;2;1;4
8299;36333;2017;Peugeot;308;Hatchback;Petrol;Manual;5;Silver;15;1.2;107;20;6;11;2;1;4
11499;25424;2016;Jeep;Renegade;SUV;Petrol;Automatic;5;Orange;10;1.4;137;10;110;8;2;0;7
10999;45422;2018;Mazda;CX-3;SUV;Diesel;Manual;5;Blue;13;1.5;105;15;34;2;0;1;7
7499;44437;2016;Toyota;Yaris;Hatchback;Petrol;Manual;5;Blue;12;1.3;119;27;136;2;2;1;4
7500;67000;2013;Volkswagen;Passat;Saloon;Diesel;Manual;4;Silver;20;2.0;119;29;95;11;0;1;8
3650;70000;2012;Renault;Clio;Hatchback;Petrol;Manual;3;White;8;1.1;135;22;39;12;2;1;4
9995;10625;2017;Skoda;Octavia;Hatchback;Petrol;Manual;5;Red;19;1.4;121;24;91;10;2;1;4
9275;50000;2014;Mini;Countryman;SUV;Diesel;Manual;5;Blue;20;2.0;130;17;44;2;0;1;7
19975;78000;2007;Audi;RS4;Estate;Petrol;Manual;5;Black;42;4.2;326;1;102;1;2;1;3
5275;40000;2015;Peugeot;208;Hatchback;Petrol;Manual;5;Black;10;1.2;104;20;4;1;2;1;4
1775;111000;2007;Honda;Accord;Saloon;Petrol;Manual;4;Grey;25;2.0;176;7;16;7;2;1;8
14495;70000;2017;Volkswagen;Golf;Hatchback;Diesel;Manual;5;Silver;26;2.0;114;29;62;11;0;1;4
17995;55000;2017;Mercedes-Benz;GLA-Class;SUV;Diesel;Automatic;5;Beige;28;2.1;130;16;58;0;0;0;7
11995;64000;2013;BMW;5 Series;Estate;Diesel;Manual;5;Grey;33;2.0;134;2;8;7;0;1;3
5950;52000;2014;Vauxhall;Antara;SUV;Diesel;Manual;5;Silver;25;2.2;167;28;19;11;0;1;7
5995;84000;2013;Ford;Focus;Hatchback;Diesel;Manual;5;Red;15;1.6;109;6;55;10;0;1;4
5495;112000;2007;Lexus;RX;SUV;Hybrid Petrol/Electric;Automatic;5;Silver;37;3.3;192;13;104;11;1;0;7
4995;30000;2011;Vauxhall;Meriva;MPV;Diesel;Automatic;5;Black;12;1.7;168;28;86;1;0;0;5
4495;69000;2008;BMW;1 Series;Hatchback;Petrol;Manual;3;Silver;22;2.0;140;2;0;11;2;1;4
3495;80000;2009;Honda;Civic;Hatchback;Petrol;Manual;5;Black;21;1.8;152;7;38;1;2;1;4
7495;90000;2013;Citroen;DS5;Hatchback;Diesel;Automatic;5;White;24;2.0;158;4;48;12;0;0;4
4495;105000;2012;Peugeot;308;Convertible;Diesel;Manual;2;Black;25;2.0;149;20;6;1;0;1;1
8495;93000;2007;BMW;6 Series;Convertible;Petrol;Automatic;2;Black;50;4.8;281;2;11;1;2;0;1
4995;80000;2012;Nissan;Note;Hatchback;Petrol;Automatic;5;Bronze;15;1.6;159;19;90;3;2;0;4
5495;109000;2010;BMW;5 Series;Estate;Diesel;Automatic;5;Silver;33;2.0;154;2;8;11;0;0;3
4395;138000;2009;Land Rover;Freelander;SUV;Diesel;Manual;5;Gold;19;2.2;179;12;57;5;0;1;7
3195;67790;2013;Citroen;C1;Hatchback;Petrol;Manual;5;White;4;1.0;99;4;28;12;2;1;4
1899;84000;2008;Toyota;Yaris;Hatchback;Petrol;Manual;3;Silver;3;1.0;127;27;136;11;2;1;4
3295;112447;2009;Volkswagen;Golf;Hatchback;Diesel;Manual;5;Blue;16;2.0;128;29;62;2;0;1;4
5495;99579;2013;SEAT;Exeo;Estate;Diesel;Automatic;5;Black;24;2.0;146;23;52;1;0;0;3
3495;99865;2013;Peugeot;308;Hatchback;Diesel;Manual;5;Black;17;1.6;105;20;6;1;0;1;4
8595;156750;2010;Land Rover;Discovery;SUV;Diesel;Automatic;5;Black;39;3.0;244;12;49;1;0;0;7
2495;89934;2008;Volkswagen;Beetle;Hatchback;Diesel;Manual;3;Blue;13;1.9;143;29;24;2;0;1;4
1275;198995;2007;Volkswagen;Passat;Saloon;Diesel;Manual;4;Black;21;2.0;159;29;95;1;0;1;8
2895;99000;2010;Ford;Fiesta;Hatchback;Diesel;Manual;3;Blue;10;1.4;110;6;54;2;0;1;4
3295;147461;2007;Honda;e;SUV;Diesel;Manual;5;Red;28;2.2;173;7;138;10;0;1;7
3395;147280;2008;Honda;e;SUV;Diesel;Manual;5;Silver;28;2.2;173;7;138;11;0;1;7
2995;106879;2009;SEAT;Leon;Hatchback;Diesel;Manual;5;Grey;19;2.0;147;23;77;7;0;1;4
4295;87610;2014;SEAT;Ibiza;Hatchback;Petrol;Manual;3;White;11;1.4;139;23;68;12;2;1;4
3995;99500;2012;SEAT;Leon;Hatchback;Diesel;Manual;5;Black;15;1.6;109;23;77;1;0;1;4
1299;67000;2005;Renault;Grand Scenic;MPV;Diesel;Manual;5;Blue;8;1.5;124;22;64;2;0;1;5
3485;97000;2008;Honda;e;SUV;Diesel;Manual;5;Black;28;2.2;173;7;138;1;0;1;7
2785;49000;2010;Ford;Ka;Hatchback;Petrol;Manual;3;White;3;1.2;119;6;74;12;2;1;4
6985;49000;2015;Vauxhall;Zafira;MPV;Diesel;Manual;5;Red;21;2.0;134;28;137;10;0;1;5
1785;67000;2008;Vauxhall;Corsa;Hatchback;Petrol;Manual;3;Silver;6;1.4;146;28;43;11;2;1;4
5985;49000;2013;Volkswagen;Polo;Hatchback;Diesel;Manual;5;Black;9;1.2;102;29;97;1;0;1;4
2685;125000;2012;Vauxhall;Insignia;Hatchback;Diesel;Manual;5;Silver;19;2.0;124;28;70;11;0;1;4
9750;97000;2011;Mercedes-Benz;C-Class;Coupe;Diesel;Automatic;2;Black;38;2.1;139;16;25;1;0;0;2
13000;13567;2018;Jeep;Renegade;SUV;Diesel;Manual;5;Grey;12;1.6;115;10;110;7;0;1;7
13750;47000;2015;Mercedes-Benz;E-Class;Saloon;Diesel;Automatic;4;Blue;33;2.1;121;16;50;2;0;0;8
25000;13730;2015;Mitsubishi;Shogun;SUV;Diesel;Automatic;5;Black;31;3.2;224;18;116;1;0;0;7
4295;43000;2012;Hyundai;i10;Hatchback;Petrol;Automatic;5;Silver;12;1.2;129;8;139;11;2;0;4
3995;19000;2007;Toyota;Yaris;Hatchback;Petrol;Automatic;5;Black;6;1.3;136;27;136;1;2;0;4
3495;44000;2013;Toyota;Aygo;Hatchback;Petrol;Manual;5;White;3;1.0;99;27;23;12;2;1;4
2295;58000;2008;Toyota;Aygo;Hatchback;Petrol;Manual;5;Silver;3;1.0;108;27;23;11;2;1;4
2995;28000;2011;Peugeot;107;Hatchback;Petrol;Manual;5;Red;3;1.0;103;20;1;10;2;1;4
5167;34000;2013;Ford;Fiesta;Hatchback;Petrol;Manual;3;Red;7;1.2;120;6;54;10;2;1;4
10697;28000;2017;Volvo;V40;Hatchback;Petrol;Manual;5;White;19;2.0;127;30;128;12;2;1;4
3820;26000;2013;Citroen;C1;Hatchback;Petrol;Manual;3;Blue;3;1.0;99;4;28;2;2;1;4
1499;103000;2003;Honda;Jazz;Hatchback;Petrol;Automatic;5;Green;14;1.3;137;7;71;6;2;0;4
4728;56000;2014;Citroen;DS3;Hatchback;Diesel;Manual;3;Grey;15;1.6;98;4;46;7;0;1;4
3156;104000;2006;BMW;X3;SUV;Diesel;Manual;5;Blue;32;2.0;191;2;130;2;0;1;7
2645;55000;2012;Fiat;Punto;Hatchback;Petrol;Manual;3;Grey;7;1.2;126;5;98;7;2;1;4
10495;10000;2019;Ford;Fiesta;Hatchback;Petrol;Manual;5;White;5;1.1;114;6;54;12;2;1;4
3995;70754;2010;Mini;Hatch;Hatchback;Petrol;Manual;3;Silver;16;1.6;127;17;66;11;2;1;4
5250;46636;2014;Citroen;DS3;Hatchback;Petrol;Manual;3;White;16;1.6;138;4;46;12;2;1;4
23495;40807;2017;BMW;X4;SUV;Diesel;Automatic;5;Black;31;2.0;136;2;131;1;0;0;7
50995;31223;2012;Audi;R8;Coupe;Petrol;Automatic;2;White;50;5.2;326;1;101;12;2;0;2
5295;71737;2013;Ford;Focus;Hatchback;Diesel;Manual;5;Black;15;1.6;109;6;55;1;0;1;4
6750;30885;2014;Ford;Fiesta;Hatchback;Petrol;Manual;5;Black;11;1.0;99;6;54;1;2;1;4
3995;53571;2014;Vauxhall;Corsa;Hatchback;Petrol;Manual;3;White;6;1.2;129;28;43;12;2;1;4
3295;44000;2011;Vauxhall;Corsa;Hatchback;Petrol;Manual;3;White;6;1.2;119;28;43;12;2;1;4
4995;30000;2012;Ford;Fiesta;Hatchback;Petrol;Manual;5;Red;4;1.2;120;6;54;10;2;1;4
4495;90000;2001;Lexus;IS;Saloon;Petrol;Automatic;4;Silver;31;3.0;256;13;67;11;2;0;8
14995;30000;2016;Volkswagen;Scirocco;Coupe;Diesel;Automatic;3;White;27;2.0;119;29;115;12;0;0;2
6995;39000;2015;Ford;Fiesta;Hatchback;Petrol;Manual;5;Black;7;1.2;122;6;54;1;2;1;4
11995;70000;2013;Volkswagen;Tiguan;SUV;Diesel;Automatic;5;Black;23;2.0;154;29;124;1;0;0;7
7995;20000;2015;Vauxhall;Astra;Hatchback;Petrol;Manual;5;Grey;18;1.4;128;28;20;7;2;1;4
14495;60000;2014;Volkswagen;Golf;Hatchback;Petrol;Automatic;3;Red;29;2.0;148;29;62;10;2;0;4
8995;99000;2010;Volkswagen;Golf;Hatchback;Petrol;Automatic;5;Black;34;2.0;173;29;62;1;2;0;4
6490;57000;2014;Nissan;Juke;SUV;Petrol;Manual;5;Silver;12;1.6;139;19;73;11;2;1;7
5790;93000;2011;Kia;Sportage;SUV;Petrol;Manual;5;Brown;10;1.6;149;11;119;4;2;1;7
2890;54000;2011;Toyota;Aygo;Hatchback;Petrol;Manual;5;Silver;3;1.0;106;27;23;11;2;1;4
5290;53000;2013;Citroen;C4 Picasso;MPV;Diesel;Manual;5;Blue;15;1.6;110;4;31;2;0;1;5
1290;76000;2008;Peugeot;107;Hatchback;Petrol;Manual;3;Black;3;1.0;109;20;1;1;2;1;4
4290;47000;2012;Ford;Fiesta;Hatchback;Petrol;Manual;3;Red;13;1.2;129;6;54;10;2;1;4
2490;72000;2012;Hyundai;i10;Hatchback;Petrol;Manual;5;Silver;12;1.2;108;8;139;11;2;1;4
4490;32000;2015;Hyundai;i10;Hatchback;Petrol;Manual;5;White;4;1.2;114;8;139;12;2;1;4
5790;81000;2014;SEAT;Leon;Hatchback;Petrol;Manual;5;Grey;14;1.2;114;23;77;7;2;1;4
8190;20000;2014;Nissan;Juke;SUV;Petrol;Automatic;5;White;12;1.6;145;19;73;12;2;0;7
3190;45000;2012;Toyota;Aygo;Hatchback;Petrol;Manual;3;Red;3;1.0;106;27;23;10;2;1;4
19490;64000;2016;BMW;4 Series;Convertible;Diesel;Automatic;2;Blue;42;3.0;155;2;7;2;0;0;1
5490;27000;2014;Vauxhall;Corsa;Hatchback;Petrol;Manual;3;White;9;1.4;129;28;43;12;2;1;4
3390;70000;2011;Hyundai;i10;Hatchback;Petrol;Automatic;5;Red;12;1.2;129;8;139;10;2;0;4
7490;86000;2013;BMW;3 Series;Coupe;Petrol;Manual;2;White;25;2.0;146;2;5;12;2;1;2
9490;37000;2014;Nissan;Qashqai;SUV;Diesel;Manual;5;Black;15;1.5;99;19;100;1;0;1;7
5990;41000;2016;Peugeot;208;Hatchback;Petrol;Manual;5;White;10;1.2;104;20;4;12;2;1;4
9490;72000;2014;Jaguar;XF;Saloon;Diesel;Automatic;4;Green;41;2.2;129;9;135;6;0;0;8
7790;12000;2017;Smart;Fortwo;Coupe;Petrol;Automatic;2;Black;8;0.9;96;25;56;1;2;0;2
7990;58000;2014;Mazda;Mazda3;Hatchback;Diesel;Automatic;5;Red;24;2.2;127;15;84;10;0;0;4
2490;42000;2010;Chevrolet;Spark;Hatchback;Petrol;Manual;5;White;6;1.2;119;3;117;12;2;1;4
2490;40000;2009;Peugeot;107;Hatchback;Petrol;Manual;3;Red;3;1.0;106;20;1;10;2;1;4
5390;81000;2011;Nissan;Qashqai;SUV;Diesel;Manual;5;White;18;1.5;137;19;100;12;0;1;7
6990;49000;2013;Kia;Sportage;SUV;Diesel;Manual;5;White;10;1.7;135;11;119;12;0;1;7
2890;99000;2011;Mini;Hatch;Hatchback;Petrol;Manual;3;Orange;13;1.6;127;17;66;8;2;1;4
33990;41000;2015;Land Rover;Range Rover;SUV;Diesel;Automatic;5;Black;48;3.0;185;12;105;1;0;0;7
9990;82000;2014;Audi;A3;Hatchback;Diesel;Manual;5;Black;21;2.0;108;1;13;1;0;1;4
5490;41000;2014;Volkswagen;Polo;Hatchback;Petrol;Manual;3;Red;5;1.2;128;29;97;10;2;1;4
3290;98000;2012;Volkswagen;Polo;Hatchback;Petrol;Manual;5;Silver;3;1.2;128;29;97;11;2;1;4
4990;52000;2013;Skoda;Rapid;Hatchback;Diesel;Manual;5;White;15;1.6;106;24;109;12;0;1;4
9750;101000;2014;BMW;3 Series;Saloon;Diesel;Manual;4;Blue;23;2.0;120;2;5;2;0;1;8
5950;107000;2012;Volkswagen;Golf;Hatchback;Diesel;Manual;5;White;21;2.0;126;29;62;12;0;1;4
6750;73000;2012;Volkswagen;Golf;Hatchback;Diesel;Manual;5;White;16;1.6;119;29;62;12;0;1;4
10950;69000;2014;Audi;A4;Saloon;Diesel;Manual;4;Red;28;2.0;120;1;14;10;0;1;8
15995;33000;2018;Ford;Focus;Hatchback;Diesel;Manual;5;Blue;24;2.0;110;6;55;2;0;1;4
6995;96000;2015;SEAT;Leon;Hatchback;Diesel;Manual;5;Green;19;2.0;106;23;77;6;0;1;4
9450;102000;2015;Audi;A3;Hatchback;Diesel;Manual;5;Blue;21;2.0;106;1;13;2;0;1;4
3950;142000;2014;Vauxhall;Insignia;Hatchback;Diesel;Manual;5;Black;19;2.0;98;28;70;1;0;1;4
20000;68000;2005;BMW;M6;Coupe;Petrol;Sequential;2;Bronze;50;5.0;357;2;79;3;2;3;2
3095;121000;2011;Volkswagen;Polo;Hatchback;Petrol;Manual;5;Grey;9;1.4;139;29;97;7;2;1;4
2695;65000;2006;Mercedes-Benz;C-Class;Saloon;Petrol;Automatic;4;Silver;26;1.8;193;16;25;11;2;0;8
4495;68000;2014;Vauxhall;Astra;Hatchback;Diesel;Manual;5;Silver;18;1.6;104;28;20;11;0;1;4
6495;58000;2012;Nissan;Qashqai;SUV;Petrol;Manual;5;Black;17;1.6;154;19;100;1;2;1;7
2495;91000;2009;Ford;Fiesta;Hatchback;Petrol;Manual;5;Black;14;1.6;139;6;54;1;2;1;4
4595;79000;2012;Volkswagen;Golf;Hatchback;Petrol;Manual;5;Black;15;1.4;144;29;62;1;2;1;4
1195;84000;2006;Suzuki;Swift;Hatchback;Petrol;Manual;3;Blue;16;1.3;152;26;121;2;2;1;4
12995;115000;2012;BMW;X6;SUV;Diesel;Automatic;5;Black;43;3.0;198;2;133;1;0;0;7
4395;69000;2014;Ford;Fiesta;Hatchback;Petrol;Manual;5;Grey;7;1.2;120;6;54;7;2;1;4
6495;44000;2015;Volkswagen;Polo;Hatchback;Petrol;Manual;5;Grey;6;1.0;106;29;97;7;2;1;4
4695;103009;2011;Mini;Countryman;SUV;Diesel;Manual;5;Blue;16;1.6;129;17;44;2;0;1;7
3995;70000;2012;Peugeot;208;Hatchback;Petrol;Manual;5;Black;8;1.2;104;20;4;1;2;1;4
7595;44000;2010;Mercedes-Benz;C-Class;Saloon;Petrol;Automatic;4;Silver;29;1.8;165;16;25;11;2;0;8
